Entity,Year,Gini coefficient,Continent
Kazakhstan,2015,0.26803666,Asia
Kazakhstan,2016,0.27225325,
Kazakhstan,2017,0.27450275,
Kazakhstan,2018,0.27792874,
Kazakhstan,2019,0.27968282,
Kazakhstan,2020,0.2868392,
Kazakhstan,2021,0.29191533,
Kenya,1992,0.56925327,
Kenya,1994,0.43103355,
Kenya,1997,0.44982657,
Kenya,2005,0.46440154,
Kenya,2015,0.4077446,Africa
Kenya,2020,0.36246458,
Kenya,2021,0.3870143,
Kiribati,2006,0.36973003,
Kiribati,2015,,Oceania
Kiribati,2019,0.27832702,
Korea (former),2015,,Asia
Kosovo,2003,0.28953856,
Kosovo,2005,0.3123823,
Kosovo,2006,0.30321634,
Kosovo,2009,0.31781715,
Kosovo,2010,0.33254302,
Kosovo,2011,0.27831748,
Kosovo,2012,0.28972268,
Kosovo,2013,0.2630659,
Kosovo,2014,0.2727017,
Kosovo,2015,0.26454154,Europe
Kosovo,2016,0.26721144,
Kosovo,2017,0.29012942,
Kuwait,2015,,Asia
Kyrgyzstan,2000,0.31035012,
Kyrgyzstan,2001,0.3016398,
Kyrgyzstan,2002,0.30302387,
Kyrgyzstan,2003,0.28708646,
Kyrgyzstan,2004,0.3477343,
Kyrgyzstan,2005,0.32561377,
Kyrgyzstan,2006,0.3738124,
Kyrgyzstan,2007,0.3391182,
Kyrgyzstan,2008,0.3145067,
Kyrgyzstan,2009,0.29874134,
Kyrgyzstan,2010,0.30133882,
Kyrgyzstan,2011,0.27839768,
Kyrgyzstan,2012,0.27356887,
Kyrgyzstan,2013,0.2881479,
Kyrgyzstan,2014,0.26819003,
Kyrgyzstan,2015,0.2899781,Asia
Kyrgyzstan,2016,0.26780704,
Kyrgyzstan,2017,0.2733501,
Kyrgyzstan,2018,0.27690327,
Kyrgyzstan,2019,0.2970068,
Kyrgyzstan,2020,0.28989273,
Kyrgyzstan,2021,0.2879339,
Kyrgyzstan,2022,0.26352528,
Laos,1992,0.34309775,
Laos,1997,0.34894043,
Laos,2002,0.32620108,
Laos,2007,0.35361034,
Laos,2012,0.35963547,
Laos,2015,,Asia
Laos,2018,0.38802433,
Latvia,1993,0.26993132,
Latvia,1995,0.30977485,
Latvia,1996,0.31590763,
Latvia,2004,0.36382675,
Latvia,2005,0.38973203,
Latvia,2006,0.35597068,
Latvia,2007,0.37461132,
Latvia,2008,0.37211615,
Latvia,2009,0.35945752,
Latvia,2010,0.35030317,
Latvia,2011,0.3577261,
Latvia,2012,0.35236055,
Latvia,2013,0.3549739,
Latvia,2014,0.3511365,
Latvia,2015,0.342025,Europe
Latvia,2016,0.34328857,
Latvia,2017,0.35571036,
Latvia,2018,0.35095716,
Latvia,2019,0.34489113,
Latvia,2020,0.35703966,
Latvia,2021,0.3425585,
Lebanon,2011,0.3183245,
Lebanon,2015,,Asia
Lesotho,1986,0.56013536,
Lesotho,1994,0.63020104,
Lesotho,2002,0.51206875,
Lesotho,2015,,Africa
Lesotho,2017,0.44877714,
Liberia,2007,0.3643565,
Liberia,2014,0.33237883,
Liberia,2015,,Africa
Liberia,2016,0.35265347,
Libya,2015,,Africa
Liechtenstein,2015,,Europe
Lithuania,1993,0.33183792,
Lithuania,2004,0.37011144,
Lithuania,2005,0.35296747,
Lithuania,2006,0.34414476,
Lithuania,2007,0.34789148,
Lithuania,2008,0.35727036,
Lithuania,2009,0.372185,
Lithuania,2010,0.33608764,
Lithuania,2011,0.3248645,
Lithuania,2012,0.35092333,
Lithuania,2013,0.35307336,
Lithuania,2014,0.37675053,
Lithuania,2015,0.3737032,Europe
Lithuania,2016,0.38385862,
Lithuania,2017,0.3728361,
Lithuania,2018,0.35705343,
Lithuania,2019,0.35251358,
Lithuania,2020,0.35956645,
Lithuania,2021,0.36656412,
Luxembourg,1985,0.26294357,
Luxembourg,1986,0.28112763,
Luxembourg,1987,0.2954707,
Luxembourg,1988,0.28827298,
Luxembourg,1989,0.30814338,
Luxembourg,1990,0.2770192,
Luxembourg,1991,0.2717853,
Luxembourg,1992,0.27309504,
Luxembourg,1993,0.27047905,
Luxembourg,1994,0.28147867,
Luxembourg,1995,0.28301048,
Luxembourg,1996,0.29043368,
Luxembourg,1997,0.2957325,
Luxembourg,1998,0.30605367,
Luxembourg,1999,0.30041057,
Luxembourg,2000,0.30102962,
Luxembourg,2001,0.30926323,
Luxembourg,2002,0.3098299,
Luxembourg,2003,0.30187473,
Luxembourg,2004,0.30172697,
Luxembourg,2005,0.30840808,
Luxembourg,2006,0.3094812,
Luxembourg,2007,0.31133747,
Luxembourg,2008,0.32561544,
Luxembourg,2009,0.31196916,
Luxembourg,2010,0.3050438,
Luxembourg,2011,0.3205409,
Luxembourg,2012,0.3434715,
Luxembourg,2013,0.32035962,
Luxembourg,2014,0.31158078,
Luxembourg,2015,0.32921496,Europe
Luxembourg,2016,0.31727898,
Luxembourg,2017,0.34515306,
Luxembourg,2018,0.35367873,
Luxembourg,2019,0.34241158,
Luxembourg,2020,0.3337364,
Luxembourg,2021,0.3273477,
Macao,2015,,Asia
Madagascar,1980,0.46848634,
Madagascar,1993,0.45207667,
Madagascar,1997,0.3943274,
Madagascar,1999,0.38583288,
Madagascar,2001,0.4741719,
Madagascar,2005,0.39928237,
Madagascar,2010,0.4238018,
Madagascar,2012,0.42551258,
Madagascar,2015,,Africa
Malawi,1997,0.6575494,
Malawi,2004,0.3987172,
Malawi,2010,0.45470712,
Malawi,2015,,Africa
Malawi,2016,0.44694027,
Malawi,2019,0.38542363,
Malaysia,1984,0.48496294,
Malaysia,1987,0.47041824,
Malaysia,1989,0.46168482,
Malaysia,1992,0.47653723,
Malaysia,1995,0.48522663,
Malaysia,1997,0.49149647,
Malaysia,2003,0.4641619,
Malaysia,2006,0.4475235,
Malaysia,2008,0.45479712,
Malaysia,2011,0.43943596,
Malaysia,2013,0.41348827,
Malaysia,2015,0.410664,Asia
Malaysia,2018,0.41176775,
Malaysia,2021,0.40668428,
Maldives,2002,0.41312027,
Maldives,2009,0.38372764,
Maldives,2015,,Asia
Maldives,2016,0.31285647,
Maldives,2019,0.2928509,
Mali,1994,0.50157577,
Mali,2001,0.3986669,
Mali,2006,0.3892922,
Mali,2009,0.3303452,
Mali,2015,,Africa
Mali,2018,0.3596336,
Mali,2021,0.35653594,
Malta,2006,0.28019977,
Malta,2007,0.29207736,
Malta,2008,0.28995508,
Malta,2009,0.30244455,
Malta,2010,0.29025772,
Malta,2011,0.2914213,
Malta,2012,0.29360434,
Malta,2013,0.28843665,
Malta,2014,0.29020345,
Malta,2015,0.29433772,Europe
Malta,2016,0.29089025,
Malta,2017,0.2923224,
Malta,2018,0.28665087,
Malta,2019,0.31041777,
Malta,2020,0.3140378,
Marshall Islands,2015,,Oceania
Marshall Islands,2019,0.35482943,
Martinique,2015,,North America
Mauritania,1987,0.4393751,
Mauritania,1993,0.49523884,
Mauritania,1995,0.37747362,
Mauritania,2000,0.39028475,
Mauritania,2004,0.40168753,
Mauritania,2008,0.35685378,
Mauritania,2014,0.3261935,
Mauritania,2015,,Africa
Mauritania,2019,0.31996742,
Mauritius,2006,0.3565342,
Mauritius,2012,0.384654,
Mauritius,2015,,Africa
Mauritius,2017,0.36761206,
Mayotte,2015,,Africa
Mecklenburg Schwerin,2015,,Europe
Mexico,1984,0.4852701,
Mexico,1989,0.5010927,
Mexico,1992,0.52310747,
Mexico,1994,0.5342225,
Mexico,1996,0.51971495,
Mexico,1998,0.532833,
Mexico,2000,0.53417677,
Mexico,2002,0.50582963,
Mexico,2004,0.50343114,
Mexico,2005,0.509391,
Mexico,2006,0.49712282,
Mexico,2008,0.50843656,
Mexico,2010,0.47658002,
Mexico,2012,0.49597254,
Mexico,2014,0.48912397,
Mexico,2015,,North America
Mexico,2016,0.4691244,
Mexico,2018,0.4595491,
Mexico,2020,0.44594344,
Mexico,2022,0.4345403,
Micronesia (country),2005,0.423558,
Micronesia (country),2013,0.4005239,
Micronesia (country),2015,,Oceania
Micronesia (country) (urban),2000,0.63084173,
Modena,2015,,Europe
Moldova,1997,0.3694212,
Moldova,1998,0.39518264,
Moldova,1999,0.42623976,
Moldova,2000,0.36424187,
Moldova,2001,0.37987787,
Moldova,2002,0.3584591,
Moldova,2003,0.34902084,
Moldova,2004,0.35029566,
Moldova,2005,0.36280838,
Moldova,2006,0.35399717,
Moldova,2007,0.34421042,
Moldova,2008,0.34692442,
Moldova,2009,0.32910907,
Moldova,2010,0.3205092,
Moldova,2011,0.30628577,
Moldova,2012,0.2915884,
Moldova,2013,0.2853416,
Moldova,2014,0.26833853,
Moldova,2015,0.27028158,Europe
Moldova,2016,0.26345387,
Moldova,2017,0.25899243,
Moldova,2018,0.25661647,
Moldova,2019,0.26016647,
Moldova,2021,0.25731638,
Monaco,2015,,Europe
Mongolia,1995,0.3319534,
Mongolia,1998,0.30271962,
Mongolia,2002,0.32892948,
Mongolia,2007,0.3582187,
Mongolia,2010,0.33081213,
Mongolia,2011,0.33883506,
Mongolia,2012,0.33751616,
Mongolia,2014,0.3203779,
Mongolia,2015,,Asia
Mongolia,2016,0.32345733,
Mongolia,2018,0.3274099,
Mongolia,2022,0.31416476,
Montenegro,2012,0.4120649,
Montenegro,2013,0.39021727,
Montenegro,2014,0.38769355,
Montenegro,2015,0.39005032,Europe
Montenegro,2016,0.38467047,
Montenegro,2017,0.36881563,
Montenegro,2018,0.36809078,
Montenegro,2019,0.35665408,
Montenegro,2020,0.35412416,
Montenegro,2021,0.34297183,
Montserrat,2015,,North America
Morocco,1984,0.36468908,
Morocco,1990,0.39206904,
Morocco,1998,0.39353913,
Morocco,2000,0.40636948,
Morocco,2006,0.40718302,
Morocco,2013,0.39548507,
Morocco,2015,,Africa
Mozambique,1996,0.53288776,
Mozambique,2002,0.4695471,
Mozambique,2008,0.45489126,
Mozambique,2014,0.53956276,
Mozambique,2015,,Africa
Mozambique,2019,0.50274074,
Myanmar,2015,0.3806851,Asia
Myanmar,2017,0.3069687,
Nagorno-Karabakh,2015,,Asia
Namibia,1993,0.7105055,
Namibia,2003,0.6331717,
Namibia,2009,0.6096475,
Namibia,2015,0.5906661,Africa
Nauru,2012,0.3236158,
Nauru,2015,,Oceania
Nepal,1984,0.3005754,
Nepal,1995,0.35207018,
Nepal,2003,0.43768105,
Nepal,2010,0.32840586,
Nepal,2015,,Asia
Nepal,2022,0.30020264,
Netherlands,1983,0.28364104,
Netherlands,1987,0.26769555,
Netherlands,1990,0.31086653,
Netherlands,1993,0.3043144,
Netherlands,1999,0.28063396,
Netherlands,2004,0.29800007,
Netherlands,2005,0.2904823,
Netherlands,2006,0.30043328,
Netherlands,2007,0.2959278,
Netherlands,2008,0.29298013,
Netherlands,2009,0.27881998,
Netherlands,2010,0.2784524,
Netherlands,2011,0.27750087,
Netherlands,2012,0.2762093,
Netherlands,2013,0.2810648,
Netherlands,2014,0.2863142,
Netherlands,2015,0.2824158,Europe
Netherlands,2016,0.2817357,
Netherlands,2017,0.28535804,
Netherlands,2018,0.28121036,
Netherlands,2019,0.29248324,
Netherlands,2020,0.2599421,
Netherlands,2021,0.2574387,
Netherlands Antilles,2015,,North America
New Caledonia,2015,,Oceania
New Zealand,2015,,Oceania
Nicaragua,1993,0.5712674,
Nicaragua,1998,0.5437746,
Nicaragua,2001,0.5287496,
Nicaragua,2005,0.48820096,
Nicaragua,2009,0.43941638,
Nicaragua,2014,0.46156293,
Nicaragua,2015,,North America
Niger,1992,0.3604249,
Niger,1994,0.4141697,
Niger,2005,0.44369024,
Niger,2007,0.3730385,
Niger,2011,0.31451714,
Niger,2014,0.34276575,
Niger,2015,,Africa
Niger,2018,0.37259424,
Niger,2021,0.32862565,
Nigeria,1985,0.3867785,
Nigeria,1992,0.44885525,
Nigeria,1996,0.51879764,
Nigeria,2003,0.40058756,
Nigeria,2010,0.3565021,
Nigeria,2012,0.35513008,
Nigeria,2015,0.35879776,Africa
Nigeria,2018,0.35127744,
Niue,2015,,Oceania
Norfolk Island,2015,,Oceania
North Korea,2015,,Asia
North Macedonia,2009,0.42760608,
North Macedonia,2010,0.40062812,
North Macedonia,2011,0.39360264,
North Macedonia,2012,0.38132146,
North Macedonia,2013,0.36238977,
North Macedonia,2014,0.35201505,
North Macedonia,2015,0.35590458,Europe
North Macedonia,2016,0.3453449,
North Macedonia,2017,0.34198847,
North Macedonia,2018,0.32960445,
North Macedonia,2019,0.33505824,
Northern Cyprus,2015,,Asia
Northern Mariana Islands,2015,,Oceania
Norway,1979,0.2689476,
Norway,1986,0.24630482,
Norway,1991,0.25226194,
Norway,1995,0.26019552,
Norway,2000,0.27358785,
Norway,2003,0.2762688,
Norway,2004,0.3157802,
Norway,2005,0.30596998,
Norway,2006,0.2635382,
Norway,2007,0.27090636,
Norway,2008,0.26996335,
Norway,2009,0.2615822,
Norway,2010,0.2572369,
Norway,2011,0.25300157,
Norway,2012,0.25725982,
Norway,2013,0.26361105,
Norway,2014,0.26752558,
Norway,2015,0.27496743,Europe
Norway,2016,0.28493318,
Norway,2017,0.2698671,
Norway,2018,0.27560204,
Norway,2019,0.2774182,
Oman,2015,,Asia
Pakistan,1987,0.3331653,
Pakistan,1990,0.33248037,
Pakistan,1996,0.28664988,
Pakistan,1998,0.33123294,
Pakistan,2001,0.2865302,
Pakistan,2004,0.30886108,
Pakistan,2005,0.31261253,
Pakistan,2007,0.29669502,
Pakistan,2010,0.28780863,
Pakistan,2011,0.29697958,
Pakistan,2013,0.29528573,
Pakistan,2015,0.31291267,Asia
Pakistan,2018,0.29589266,
Palau,2015,,Oceania
Palestine,2004,0.3404466,
Palestine,2005,0.34742624,
Palestine,2006,0.3395928,
Palestine,2007,0.35606077,
Palestine,2009,0.34463975,
Palestine,2010,0.3529443,
Palestine,2011,0.34415236,
Palestine,2015,,Asia
Palestine,2016,0.3369004,
Panama,1979,0.48740143,
Panama,1989,0.58622766,
Panama,1991,0.5802924,
Panama,1995,0.576667,
Panama,1997,0.58143127,
Panama,1998,0.5736364,
Panama,1999,0.5635335,
Panama,2000,0.5659207,
Panama,2001,0.5670764,
Panama,2002,0.560917,
Panama,2003,0.5565018,
Panama,2004,0.54772496,
Panama,2005,0.5380034,
Panama,2006,0.54636407,
Panama,2007,0.52685326,
Panama,2008,0.5269304,
Panama,2009,0.51770425,
Panama,2010,0.516088,
Panama,2011,0.51347023,
Panama,2012,0.51739,
Panama,2013,0.51456016,
Panama,2014,0.5046555,
Panama,2015,0.50805664,North America
Panama,2016,0.50406915,
Panama,2017,0.49885073,
Panama,2018,0.49211547,
Panama,2019,0.49837545,
Panama,2021,0.5085843,
Panama,2023,0.48875833,
Papua New Guinea,1996,0.45765835,
Papua New Guinea,2009,0.41850442,
Papua New Guinea,2015,,Oceania
Paraguay,1990,0.4083735,
Paraguay,1995,0.5814064,
Paraguay,1997,0.54888344,
Paraguay,1999,0.5457138,
Paraguay,2001,0.54626775,
Paraguay,2002,0.57274485,
Paraguay,2003,0.54937583,
Paraguay,2004,0.52260363,
Paraguay,2005,0.5138116,
Paraguay,2006,0.5299425,
Paraguay,2007,0.5304046,
Paraguay,2008,0.50704694,
Paraguay,2009,0.49145123,
Paraguay,2010,0.5098244,
Paraguay,2011,0.52309674,
Paraguay,2012,0.47633564,
Paraguay,2013,0.479354,
Paraguay,2014,0.50702643,
Paraguay,2015,0.47605744,South America
Paraguay,2016,0.47899717,
Paraguay,2017,0.4854749,
Paraguay,2018,0.459551,
Paraguay,2019,0.45650637,
Paraguay,2020,0.43481943,
Paraguay,2021,0.4290515,
Paraguay,2022,0.45108196,
Parma,2015,,Europe
Peru,1997,0.5325665,
Peru,1998,0.55117506,
Peru,1999,0.5482133,
Peru,2000,0.49072054,
Peru,2001,0.5130185,
Peru,2002,0.535637,
Peru,2003,0.5307964,
Peru,2004,0.4987963,
Peru,2005,0.5044914,
Peru,2006,0.50332135,
Peru,2007,0.5002141,
Peru,2008,0.47486418,
Peru,2009,0.47006038,
Peru,2010,0.45537677,
Peru,2011,0.44659775,
Peru,2012,0.4444003,
Peru,2013,0.4388273,
Peru,2014,0.43138838,
Peru,2015,0.43356073,South America
Peru,2016,0.4363899,
Peru,2017,0.43292674,
Peru,2018,0.4236557,
Peru,2019,0.4152813,
Peru,2020,0.4373994,
Peru,2021,0.4012181,
Peru,2022,0.40349188,
Philippines,1985,0.41037434,
Philippines,1988,0.4074627,
Philippines,1991,0.4382355,
Philippines,1994,0.42888388,
Philippines,1997,0.45962209,
Philippines,2000,0.42799473,
Philippines,2003,0.4149466,
Philippines,2006,0.4285884,
Philippines,2009,0.41760337,
Philippines,2012,0.4222433,
Philippines,2015,0.40351498,Asia
Philippines,2018,0.37811705,
Philippines,2021,0.37268466,
Pitcairn,2015,,Oceania
Poland,1985,0.25083962,
Poland,1986,0.27984542,
Poland,1987,0.2552513,
Poland,1989,0.26794213,
Poland,1992,0.29298562,
Poland,1995,0.3464313,
Poland,1999,0.32289156,
Poland,2004,0.3802178,
Poland,2005,0.35808384,
Poland,2006,0.34667546,
Poland,2007,0.34001285,
Poland,2008,0.33485633,
Poland,2009,0.33355722,
Poland,2010,0.3321481,
Poland,2011,0.33180645,
Poland,2012,0.3302016,
Poland,2013,0.33137318,
Poland,2014,0.32824445,
Poland,2015,0.3175091,Europe
Poland,2016,0.31189167,
Poland,2017,0.2968527,
Poland,2018,0.302149,
Poland,2019,0.28760177,
Poland,2020,0.284626,
Poland,2021,0.28479505,
Portugal,2003,0.38775018,
Portugal,2004,0.38938782,
Portugal,2005,0.38480073,
Portugal,2006,0.3806078,
Portugal,2007,0.36750183,
Portugal,2008,0.3663415,
Portugal,2009,0.34907416,
Portugal,2010,0.35844672,
Portugal,2011,0.36344677,
Portugal,2012,0.36034793,
Portugal,2013,0.36187103,
Portugal,2014,0.35562173,
Portugal,2015,0.355233,Europe
Portugal,2016,0.3519052,
Portugal,2017,0.3380384,
Portugal,2018,0.33492562,
Portugal,2019,0.32762748,
Portugal,2020,0.3466863,
Portugal,2021,0.3459202,
Puerto Rico,2015,,North America
Qatar,2015,,Asia
Qatar,2017,0.35128385,
Republic of Vietnam,2015,,Asia
Reunion,2015,,Africa
Romania,1989,0.23307304,
Romania,1992,0.25461727,
Romania,1994,0.28200582,
Romania,1995,0.31158027,
Romania,1997,0.30504426,
Romania,2006,0.3964077,
Romania,2007,0.37547696,
Romania,2008,0.36428705,
Romania,2009,0.35564327,
Romania,2010,0.3547109,
Romania,2011,0.3586662,
Romania,2012,0.3654543,
Romania,2013,0.3691507,
Romania,2014,0.36009043,
Romania,2015,0.35913625,Europe
Romania,2016,0.34406662,
Romania,2017,0.36012593,
Romania,2018,0.35758388,
Romania,2019,0.34800515,
Romania,2020,0.3457019,
Romania,2021,0.3385264,
Russia,1993,0.45385477,
Russia,1996,0.4609863,
Russia,1997,0.38409194,
Russia,1998,0.38137,
Russia,1999,0.37443382,
Russia,2000,0.37092733,
Russia,2001,0.36924976,
Russia,2002,0.37283763,
Russia,2003,0.39971545,
Russia,2004,0.4031583,
Russia,2005,0.41265598,
Russia,2006,0.4095094,
Russia,2007,0.42272472,
Russia,2008,0.41568583,
Russia,2009,0.398456,
Russia,2010,0.39548978,
Russia,2011,0.39749315,
Russia,2012,0.40714827,
Russia,2013,0.40884423,
Russia,2014,0.3988122,
Russia,2015,0.37710539,Europe
Russia,2016,0.368485,
Russia,2017,0.37239072,
Russia,2018,0.37473005,
Russia,2019,0.37736863,
Russia,2020,0.36068243,
Rwanda,2000,0.4851838,
Rwanda,2005,0.52019864,
Rwanda,2010,0.4722184,
Rwanda,2013,0.45111495,
Rwanda,2015,,Africa
Rwanda,2016,0.43709454,
Rwanda (rural),1984,0.28898594,
Saint Barthelemy,2015,,North America
Saint Helena,2015,,Africa
Saint Kitts and Nevis,2015,,North America
Saint Lucia,1995,0.4258438,
Saint Lucia,2015,0.5122298,North America
Saint Martin (French part),2015,,North America
Saint Pierre and Miquelon,2015,,North America
Saint Vincent and the Grenadines,2015,,North America
Samoa,2002,0.4073552,
Samoa,2008,0.4204655,
Samoa,2013,0.38743454,
Samoa,2015,,Oceania
San Marino,2015,,Europe
Sao Tome and Principe,2000,0.32125893,
Sao Tome and Principe,2010,0.3082127,
Sao Tome and Principe,2015,,Africa
Sao Tome and Principe,2017,0.4072948,
Saudi Arabia,2015,,Asia
Saxony,2015,,Europe
Senegal,1991,0.5404016,
Senegal,1994,0.39245197,
Senegal,2001,0.41229436,
Senegal,2005,0.3921271,
Senegal,2011,0.40274113,
Senegal,2015,,Africa
Senegal,2018,0.38314784,
Senegal,2021,0.3615772,
Serbia,2012,0.39887607,
Serbia,2013,0.3944599,
Serbia,2014,0.40437588,
Serbia,2015,0.40461844,Europe
Serbia,2016,0.38775226,
Serbia,2017,0.36105734,
Serbia,2018,0.35003355,
Serbia,2019,0.34475464,
Serbia,2020,0.34950927,
Serbia,2021,0.3312897,
Serbia and Montenegro,2015,,Europe
Serbia excluding Kosovo,2015,,Europe
Seychelles,1999,0.42776692,
Seychelles,2006,0.42767617,
Seychelles,2013,0.46822062,
Seychelles,2015,,Africa
Seychelles,2018,0.3212532,
Sierra Leone,2003,0.40167344,
Sierra Leone,2011,0.34030157,
Sierra Leone,2015,,Africa
Sierra Leone,2018,0.35690176,
Singapore,2015,,Asia
Sint Maarten (Dutch part),2015,,North America
Slovakia,1992,0.20186578,
Slovakia,1996,0.26275486,
Slovakia,2004,0.2707678,
Slovakia,2005,0.29296494,
Slovakia,2006,0.25797036,
Slovakia,2007,0.24664712,
Slovakia,2008,0.26024988,
Slovakia,2009,0.2723098,
Slovakia,2010,0.2731572,
Slovakia,2011,0.2653828,
Slovakia,2012,0.26115808,
Slovakia,2013,0.28086153,
Slovakia,2014,0.26103425,
Slovakia,2015,0.26491234,Europe
Slovakia,2016,0.2515492,
Slovakia,2017,0.23237365,
Slovakia,2018,0.24970019,
Slovakia,2019,0.23232324,
Slovakia,2020,0.24219424,
Slovakia,2021,0.2411022,
Slovenia,1987,0.2359837,
Slovenia,1993,0.2911778,
Slovenia,1997,0.241215,
Slovenia,1999,0.24042886,
Slovenia,2004,0.24790733,
Slovenia,2005,0.24634741,
Slovenia,2006,0.24363928,
Slovenia,2007,0.24354753,
Slovenia,2008,0.23718019,
Slovenia,2009,0.24787736,
Slovenia,2010,0.24933259,
Slovenia,2011,0.24868034,
Slovenia,2012,0.25585502,
Slovenia,2013,0.26241106,
Slovenia,2014,0.25657535,
Slovenia,2015,0.25408465,Europe
Slovenia,2016,0.24757937,
Slovenia,2017,0.24219307,
Slovenia,2018,0.24633364,
Slovenia,2019,0.24384232,
Slovenia,2020,0.24031529,
Slovenia,2021,0.2428228,
Solomon Islands,2005,0.46088147,
Solomon Islands,2012,0.37054926,
Solomon Islands,2015,,Oceania
Somalia,2015,,Africa
Somaliland,2015,,Africa
South Africa,1993,0.5933394,
South Africa,2000,0.5776966,
South Africa,2005,0.6476209,
South Africa,2008,0.63009,
South Africa,2010,0.6338269,
South Africa,2014,0.630258,
South Africa,2015,,Africa
South Georgia and the South Sandwich Islands,2015,,South America
South Korea,2006,0.31702983,
South Korea,2008,0.32324833,
South Korea,2010,0.32021224,
South Korea,2012,0.31558052,
South Korea,2014,0.31192905,
South Korea,2015,,Asia
South Korea,2016,0.35222206,
South Korea,2017,0.34854642,
South Korea,2018,0.33725032,
South Korea,2019,0.33196163,
South Korea,2020,0.32708606,
South Korea,2021,0.32906574,
South Ossetia,2015,,Asia
South Sudan,2009,0.46318194,
South Sudan,2015,,Africa
South Sudan,2016,0.44057786,
Spain,1980,0.34483546,
Spain,1985,0.34431675,
Spain,1990,0.32023215,
Spain,1993,0.3565849,
Spain,1994,0.35103723,
Spain,1995,0.35726634,
Spain,1996,0.36464584,
Spain,1997,0.35324422,
Spain,1998,0.34580052,
Spain,1999,0.3379193,
Spain,2000,0.34128913,
Spain,2003,0.31800938,
Spain,2004,0.33301964,
Spain,2005,0.32431775,
Spain,2006,0.33541158,
Spain,2007,0.3413741,
Spain,2008,0.342204,
Spain,2009,0.34924084,
Spain,2010,0.35244486,
Spain,2011,0.35693976,
Spain,2012,0.35403663,
Spain,2013,0.36181897,
Spain,2014,0.3605231,
Spain,2015,0.3617834,Europe
Spain,2016,0.35757092,
Spain,2017,0.3465126,
Spain,2018,0.3471633,
Spain,2019,0.34303716,
Spain,2020,0.34863645,
Spain,2021,0.3388591,
Sri Lanka,1985,0.32467854,
Sri Lanka,1990,0.32447433,
Sri Lanka,1995,0.35399538,
Sri Lanka,2002,0.40171906,
Sri Lanka,2006,0.3966902,
Sri Lanka,2009,0.36054152,
Sri Lanka,2012,0.38713607,
Sri Lanka,2015,,Asia
Sri Lanka,2016,0.39345774,
Sri Lanka,2019,0.37663776,
Sudan,2009,0.35395128,
Sudan,2014,0.3424273,
Sudan,2015,,Africa
Suriname,2015,,South America
Suriname,2022,0.39179897,
Suriname (urban),1999,0.5754272,
Svalbard and Jan Mayen,2015,,Europe
Sweden,1975,0.24283695,
Sweden,1981,0.22923574,
Sweden,1987,0.23057628,
Sweden,1992,0.24908733,
Sweden,1995,0.25236505,
Sweden,2000,0.2696006,
Sweden,2001,0.2654536,
Sweden,2002,0.26216906,
Sweden,2003,0.25268546,
Sweden,2004,0.2614015,
Sweden,2005,0.26821113,
Sweden,2006,0.26351255,
Sweden,2007,0.27114177,
Sweden,2008,0.2811921,
Sweden,2009,0.27339876,
Sweden,2010,0.27736187,
Sweden,2011,0.27605262,
Sweden,2012,0.27643898,
Sweden,2013,0.28822792,
Sweden,2014,0.28388658,
Sweden,2015,0.29209688,Europe
Sweden,2016,0.29561213,
Sweden,2017,0.28774142,
Sweden,2018,0.29971606,
Sweden,2019,0.2930465,
Sweden,2020,0.28870627,
Sweden,2021,0.29765385,
Switzerland,1982,0.3600527,
Switzerland,1992,0.33854857,
Switzerland,2000,0.33431056,
Switzerland,2002,0.31686732,
Switzerland,2004,0.31564513,
Switzerland,2006,0.33918807,
Switzerland,2007,0.34255534,
Switzerland,2008,0.337947,
Switzerland,2009,0.32855856,
Switzerland,2010,0.3255303,
Switzerland,2011,0.3171362,
Switzerland,2012,0.31567127,
Switzerland,2013,0.3246219,
Switzerland,2014,0.3252566,
Switzerland,2015,0.32306957,Europe
Switzerland,2016,0.33042452,
Switzerland,2017,0.32676333,
Switzerland,2018,0.3314104,
Switzerland,2019,0.3399834,
Switzerland,2020,0.33737928,
Syria,1996,0.3516938,
Syria,2003,0.37514603,
Syria,2006,0.4014725,
Syria,2009,0.40394777,
Syria,2015,,Asia
Syria,2022,0.26628006,
Taiwan,1981,0.29969484,
Taiwan,1986,0.29707956,
Taiwan,1991,0.29967803,
Taiwan,1995,0.3132387,
Taiwan,1997,0.30822107,
Taiwan,2000,0.31111476,
Taiwan,2005,0.32179585,
Taiwan,2007,0.32124567,
Taiwan,2010,0.33213326,
Taiwan,2013,0.32487386,
Taiwan,2015,,Asia
Taiwan,2016,0.31448635,
Taiwan,2017,0.31754693,
Taiwan,2018,0.31633675,
Taiwan,2019,0.3119192,
Taiwan,2020,0.31231022,
Taiwan,2021,0.31566375,
Tajikistan,1999,0.2953486,
Tajikistan,2003,0.3271972,
Tajikistan,2004,0.3360195,
Tajikistan,2007,0.32182014,
Tajikistan,2009,0.30774954,
Tajikistan,2015,0.3399559,Asia
Tanzania,1991,0.35275686,
Tanzania,2000,0.37266687,
Tanzania,2007,0.40277025,
Tanzania,2011,0.3778315,
Tanzania,2015,,Africa
Tanzania,2018,0.4049123,
Thailand,1981,0.4521682,
Thailand,1988,0.43838593,
Thailand,1990,0.45265648,
Thailand,1992,0.47857958,
Thailand,1994,0.43470213,
Thailand,1996,0.42904922,
Thailand,1998,0.41455793,
Thailand,1999,0.43091586,
Thailand,2000,0.42833668,
